,indice,page_number,line_number,text,text_type,speaker,time_added
91,326,17,7,To whom?,q,MR. LIEBESMAN,start_answer
92,327,17,8,To my mother-in-law.,a,THE WITNESS,start_question
93,328,17,9,Anybody else?  Any other family members?,q,MR. LIEBESMAN,start_answer
94,330,17,11,No.,a,THE WITNESS,start_question
95,331,17,12,Okay.  Were there ever any transfers of moneys from CEN to any entity in which you have an ownership interest other than VERT Investment Group?,q,MR. LIEBESMAN,start_answer
96,335,17,16,I don't think so.,a,THE WITNESS,start_question
97,336,17,17,"Were there ever any transfers of money from CEN into any trust or estate account that was created for the benefit of, let's say, not you but an immediate family member, including your children?",q,MR. LIEBESMAN,start_answer
98,341,17,22,No.,a,THE WITNESS,start_question
99,342,17,23,"So at the last deposition on June 21, you had mentioned 180 Devex.  Do you recall that?",q,MR. LIEBESMAN,start_answer
100,346,18,2,"Not really, but --",a,THE WITNESS,start_question
101,347,18,3,Do you --,q,MR. LIEBESMAN,start_answer
102,348,18,4,"They do work for us, yes.",a,THE WITNESS,start_question
103,349,18,5,I asked you what the name of the CEO was.  Do you now recall what his or her name is?,q,MR. LIEBESMAN,start_answer
104,352,18,8,Yes.  José Garza.,a,THE WITNESS,start_question
105,353,18,9,And where is 180 Devex located?,q,MR. LIEBESMAN,start_answer
106,354,18,10,"They have offices in Mexico, Monterey, and I believe Miami and, obviously, Houston.",a,THE WITNESS,start_question
107,357,18,13,"Where is José Garza located, which office?",q,MR. LIEBESMAN,start_answer
108,359,18,15,"He's the president, I believe.  So he oversees them all.  He oversees them all.",a,THE WITNESS,start_question
109,361,18,17,Out of where?  Where does he work out of?,q,MR. LIEBESMAN,start_answer
110,363,18,19,"I don't know.  He's in Houston. He's in Monterey.  He just had a child, so I know he's in Monterey a lot.  I'm not sure where his home base is.",a,THE WITNESS,start_question
111,367,18,23,How many projects is CEN involved in at the current time?,q,MR. LIEBESMAN,start_answer
112,370,19,1,A lot.  More than ten.,a,THE WITNESS,start_question
113,371,19,2,Less than 20?,q,MR. LIEBESMAN,start_answer
114,372,19,3,Less than 50.,a,THE WITNESS,start_question
115,373,19,4,Between ten and 50?,q,MR. LIEBESMAN,start_answer
116,374,19,5,Yes.,a,THE WITNESS,start_question
117,375,19,6,Can you sort of narrow that a little bit?,q,MR. LIEBESMAN,start_answer
118,377,19,8,"I'm not being vague.  It's -- I -- by ""involved,"" that's a pretty broad term, so we're looking and intend to be involved in probably ten to 20.  We're actively involved right now in probably 30, 50. Somewhere in there.",a,THE WITNESS,start_question
119,383,19,14,So there's a process that CEN follows with respect to a project; correct?,q,MR. LIEBESMAN,start_answer
120,385,19,16,Yes.,a,THE WITNESS,start_question
121,386,19,17,"Let's say, then, how many projects is CEN involved in where you would say you are close to NTP?  That's the initials NTP.",q,MR. LIEBESMAN,start_answer
122,389,19,20,Probably around ten.,a,THE WITNESS,start_question
123,390,19,21,"For those ten projects, how many clients are involved?  Is it one per project or is there one client that has multiple projects?",q,MR. LIEBESMAN,start_answer
124,395,20,1,One client has multiple projects.,a,THE WITNESS,start_question
125,396,20,2,So which client are you referring to that has these around ten that are ready for NTP?,q,MR. LIEBESMAN,start_answer
126,399,20,5,"So in my head, I'm thinking of multiple clients.",a,THE WITNESS,start_question
127,401,20,7,Okay.  I thought you said that it was one client that had those ten -- that were --,q,MR. LIEBESMAN,start_answer
128,404,20,10,"No.  You said is it possible that one client has multiple, and I said yes.",a,THE WITNESS,start_question
129,406,20,12,"I was asking you if that was the case, that for the ten projects you have in your mind that are near NTP, how many clients of CEN are we talking about?",q,MR. LIEBESMAN,start_answer
130,410,20,16,Around three.,a,THE WITNESS,start_question
131,411,20,17,Which are those three?,q,MR. LIEBESMAN,start_answer
132,412,20,18,"Srinergy, Seaboard Solar, and Bliss Solar.",a,THE WITNESS,start_question
133,414,20,20,What was that last one?,q,MR. LIEBESMAN,start_answer
134,415,20,21,"Bliss, B-L-I-S-S, Solar.",a,THE WITNESS,start_question
135,416,20,22,The second was seaboard?,q,MR. LIEBESMAN,start_answer
136,417,20,23,"Seaboard, S-E-A-B-O-A-R-D.  Seaboard Solar.",a,THE WITNESS,start_question
137,420,21,1,And Srinergy is located where?,q,MR. LIEBESMAN,start_answer
138,421,21,2,Michigan.,a,THE WITNESS,start_question
139,422,21,3,"Now, had VERT Solar Finance had a prior relationship with Srinergy?",q,MR. LIEBESMAN,start_answer
140,424,21,5,"I've had a relationship with Prasad, the CEO, for a number of years, yes.",a,THE WITNESS,start_question
141,426,21,7,Did VERT Solar Finance have a business relationship with Srinergy?,q,MR. LIEBESMAN,start_answer
142,428,21,9,No.  We've been in conversations with them over the years.  We never executed an agreement with them.,a,THE WITNESS,start_question
143,431,21,12,Have you ever done work with them? VERT Solar Finance ever do work with Srinergy?,q,MR. LIEBESMAN,start_answer
144,434,21,15,"We attempted to, but it didn't come to fruition.",a,THE WITNESS,start_question
145,436,21,17,"When you say you attempted to, what do you mean?",q,MR. LIEBESMAN,start_answer
146,438,21,19,"So the first project they brought us was the Ford Performing Arts Center project, I believe.  And so that's in Detroit, outside of Detroit, or one of the, I guess has a big -- it's their big performing arts center.  So they wanted to put solar on the rooftop and car canopies in the parking lot. We originally reviewed that.  If memory serves me correct, we made them an offer.  I do recall that the project didn't perform according to the offer once we started diving into it, and so we backed out and politely said thanks, but no thanks.  So once we did the due diligence, we realized their numbers were wrong and it wasn't going to be a good yielding project.  So we declined the offer.",a,THE WITNESS,start_question
147,456,22,12,Were there any other projects other than that Ford Performing Arts?,q,MR. LIEBESMAN,start_answer
148,458,22,14,Yeah.  Yes.,a,THE WITNESS,start_question
149,459,22,15,Which other?,q,MR. LIEBESMAN,start_answer
150,460,22,16,"I don't recall, but they've brought us projects consistently over the last three or five years.  Prasad probably calls me once a month for business advice, if not more.",a,THE WITNESS,start_question
151,465,22,21,So the projects you're doing with Srinergy -- and it's actually SRIenergy.,q,MR. LIEBESMAN,start_answer
152,467,22,23,It's actually Srinergy.,a,THE WITNESS,start_question
153,468,22,24,Srinergy.,q,MR. LIEBESMAN,start_answer
154,470,23,1,Yes.,a,THE WITNESS,start_question
155,471,23,2,"For the projects that you're doing, how many are you doing for that company that are near NTP?",q,MR. LIEBESMAN,start_answer
156,474,23,5,Probably three.,a,THE WITNESS,start_question
157,475,23,6,Where are those three projects?,q,MR. LIEBESMAN,start_answer
158,476,23,7,"Upper Michigan, UP.  That's it.",a,THE WITNESS,start_question
159,477,23,8,Upper Michigan?,q,MR. LIEBESMAN,start_answer
160,478,23,9,Yes.,a,THE WITNESS,start_chat
161,479,23,10,Off the record at 10:27.,side_chat,THE VIDEOGRAPHER,symbols
162,481,23,12,--  --  --  --,symbols,,start_chat
163,482,23,13,And we're on the record at 10:28. BY MR.,side_chat,THE VIDEOGRAPHER,start_question
164,485,23,16,So the three projects for Srinergy are all in Upper Michigan?,q,MR. LIEBESMAN,start_answer
165,487,23,18,Yes.  The UP it's called.  Upper Peninsula.,a,THE WITNESS,start_question
166,489,23,20,Those three projects are close to NTP?,q,MR. LIEBESMAN,start_answer
167,491,23,22,Yes.,a,THE WITNESS,start_question
168,492,23,23,"Seaboard Solar, where is it located?",q,MR. LIEBESMAN,start_answer
169,493,23,24,Massachusetts.,a,THE WITNESS,start_question
170,495,24,1,And how many projects are you doing with Seaboard that are close to NTP?,q,MR. LIEBESMAN,start_answer
171,497,24,3,Five.,a,THE WITNESS,start_question
172,498,24,4,Where are those projects located?,q,MR. LIEBESMAN,start_answer
173,499,24,5,Massachusetts.,a,THE WITNESS,start_question
174,500,24,6,"Bliss Solar, where is it located?",q,MR. LIEBESMAN,start_answer
175,501,24,7,New York.,a,THE WITNESS,start_question
176,502,24,8,How many projects are close to NTP on that?,q,MR. LIEBESMAN,start_answer
177,504,24,10,One.,a,THE WITNESS,start_question
178,505,24,11,Where is it located?,q,MR. LIEBESMAN,start_answer
179,506,24,12,"Right here, Philadelphia.",a,THE WITNESS,start_question
180,507,24,13,Had you had any prior relationships prior to forming CEN with Seaboard Solar?,q,MR. LIEBESMAN,start_answer
181,509,24,15,No.,a,THE WITNESS,start_question
182,510,24,16,How is it that you learned of an opportunity to do work with Seaboard or CEN to do work with Seaboard?,q,MR. LIEBESMAN,start_answer
183,513,24,19,"I've known -- I've been in this business for 15 years, so people know me and they call me.",a,THE WITNESS,start_question
184,516,24,22,So how is it that the relationship between CEN and Seaboard started?,q,MR. LIEBESMAN,start_answer
185,518,24,24,"The CEO of Seaboard reached out to me and said, I've got these projects I need some help on.",a,THE WITNESS,start_question
186,522,25,3,Did CEN provide help to Seaboard?,q,MR. LIEBESMAN,start_answer
187,523,25,4,Not yet.  We're in negotiations right now.,a,THE WITNESS,start_question
188,525,25,6,So CEN hasn't done any work yet for Seaboard?,q,MR. LIEBESMAN,start_answer
189,527,25,8,"Not for them, no.",a,THE WITNESS,start_question
190,528,25,9,Okay.  Has CEN done any work for Srinergy in connection with the three projects in the Upper Peninsula?,q,MR. LIEBESMAN,start_answer
191,531,25,12,Yes.,a,THE WITNESS,start_question
192,532,25,13,What kind of work did CEN perform for Srinergy?,q,MR. LIEBESMAN,start_answer
193,534,25,15,"We have supported them through the development process from site layouts to site walks, to negotiating contracts to reviewing contracts, filing for permit, filing for interconnect.  The entire development process we've been instructive.",a,THE WITNESS,start_question
194,540,25,21,So what is CEN intending to do with Seaboard if it hasn't done anything yet and the project is taking place?,q,MR. LIEBESMAN,start_answer
195,543,25,24,"We're expecting to go in construction on their projects in the next 40 to 60 days, assuming you don't reach out to them and cause me any grief.",a,THE WITNESS,start_question
196,548,26,4,Bliss Solar has the one project in Philadelphia.  Has CEN done any work for Bliss Solar?,q,MR. LIEBESMAN,start_answer
197,551,26,7,Yes.,a,THE WITNESS,start_question
198,552,26,8,What has CEN done for Bliss Solar?,q,MR. LIEBESMAN,start_answer
199,553,26,9,"We've filed their FAA review because they're right near the airport.  So we recommended to them.  They didn't even realize there was such a thing.  We walked them through the filing -- I walked them through the filing, filed it for them. We've done a roof walk.  We are doing a roof survey right now.  We've given them all the documentation to get the contract with the client.  So we've given them the proposal, the lease, the PPA.  They've used all our templates.  They've used our lawyers.  And we're getting ready to finalize the architectural design once we get feedback from the structural engineer.  So we've pretty much helped them throughout the entire development life cycle and will continue.",a,THE WITNESS,start_question
200,572,27,3,When did the development life cycle for this Bliss Solar project start?,q,MR. LIEBESMAN,start_answer
201,574,27,5,Probably a month ago.,a,THE WITNESS,start_question
202,575,27,6,And how is it that the opportunity to work with Bliss Solar came to CEN?,q,MR. LIEBESMAN,start_answer
203,577,27,8,"Again, Nitin Dascha, the CEO, I met him -- I can't recall exactly, but about a year ago I was in New York and I met him for drinks and talked to him about his business, and he was trying to grow into the solar space from the LED lighting business.  So he was trying to make the transition.  He brought us some projects last year.  We reviewed them.  We made offers on them. When it came down to actually funding them and doing work on them, we withdrew and requested that he file his own interconnects because we didn't believe in the location of two of his projects.  And so, unfortunately, those interconnects came back negative.  So the projects were dead.  And he showed us multiple projects like that, and unfortunately, they didn't come -- they didn't work out, but...",a,THE WITNESS,start_question
204,597,28,3,"When you say -- you were using the word ""us"" in that answer.  When you say ""us,"" who are you talking about, VERT Solar Finance?",q,MR. LIEBESMAN,start_answer
205,601,28,7,Clean Energy Nexus.  I'm pretty sure that we only started looking at his projects late last year.,a,THE WITNESS,start_question
206,604,28,10,What was the circumstances that had you in New York you said a year ago to meet the CEO for drinks?,q,MR. LIEBESMAN,start_answer
207,607,28,13,I was there for a conference.,a,THE WITNESS,start_question
208,608,28,14,Which conference?,q,MR. LIEBESMAN,start_answer
209,609,28,15,The -- I think it's the Green Bonds Conference.  I'm pretty sure it was that one.,a,THE WITNESS,start_question
210,612,28,18,The Green?,q,MR. LIEBESMAN,start_answer
211,613,28,19,Green Bonds.,a,THE WITNESS,start_question
212,614,28,20,Bond?,q,MR. LIEBESMAN,start_answer
213,615,28,21,B-O-N-D.  Bonds.,a,THE WITNESS,start_question
214,616,28,22,"Now, do you recall when the Green Bonds Conference was held, were you attending in your capacity as a VERT Solar Finance representative or a Clean Energy representative?",q,MR. LIEBESMAN,start_answer
215,622,29,3,Clean Energy Nexus.,a,THE WITNESS,start_question
216,623,29,4,"So at whatever time that conference was, Clean Energy had been formed?",q,MR. LIEBESMAN,start_answer
217,625,29,6,Right.,a,THE WITNESS,start_question
218,626,29,7,What is the size of the project that you're talking about for Bliss Solar in Philadelphia?,q,MR. LIEBESMAN,start_answer
219,629,29,10,3.8 megawatts.,a,THE WITNESS,start_question
220,630,29,11,It's a roof mount?,q,MR. LIEBESMAN,start_answer
221,631,29,12,It's a roof mount.,a,THE WITNESS,start_question
222,632,29,13,What's the size of the three projects that you're working with Srinergy in Michigan?,q,MR. LIEBESMAN,start_answer
223,635,29,16,6.8 megawatts.,a,THE WITNESS,start_question
224,636,29,17,Are those also roof mount?,q,MR. LIEBESMAN,start_answer
225,637,29,18,"No, they're all ground mount.",a,THE WITNESS,start_question
226,638,29,19,"Ground.  And the project with Seaboard Solar, what's the size?",q,MR. LIEBESMAN,start_answer
227,640,29,21,30 megawatts.,a,THE WITNESS,start_question
228,641,29,22,30?,q,MR. LIEBESMAN,start_answer
229,642,29,23,Yes.,a,THE WITNESS,start_question
230,643,29,24,And is that a ground mount?,q,MR. LIEBESMAN,start_answer
231,645,30,1,All ground mount.,a,THE WITNESS,start_question
232,646,30,2,"For each of these projects you mentioned, have there been a PARS prepared?",q,MR. LIEBESMAN,start_answer
233,648,30,4,Yes.,a,THE WITNESS,start_question
234,649,30,5,"Now, I know -- we'll talk about it in more detail later -- that there was a project that CEN was involved in in Puerto Rico.  Is that project over?",q,MR. LIEBESMAN,start_answer
235,653,30,9,No.,a,THE WITNESS,start_question
236,654,30,10,All right.  So that's another project that CEN is involved in?,q,MR. LIEBESMAN,start_answer
237,656,30,12,Yes.,a,THE WITNESS,start_question
238,657,30,13,How large is that project?,q,MR. LIEBESMAN,start_answer
239,658,30,14,Five megawatts.,a,THE WITNESS,start_question
240,659,30,15,Is that a ground mount as well?,q,MR. LIEBESMAN,start_answer
241,660,30,16,That's a ground mount.,a,THE WITNESS,start_question
242,661,30,17,What's the status of that project? Is it NTP or is it ready --,q,MR. LIEBESMAN,start_answer
243,663,30,19,It's in construction.,a,THE WITNESS,start_question
244,664,30,20,So it's in construction?,q,MR. LIEBESMAN,start_answer
245,665,30,21,Yes.,a,THE WITNESS,start_question
246,666,30,22,Where in Puerto Rico is that project?,q,MR. LIEBESMAN,start_answer
247,668,30,24,In Juncos.,a,THE WITNESS,start_question
248,670,31,1,J-U-N-C-O-S?,q,MR. LIEBESMAN,start_answer
249,671,31,2,Yes.,a,THE WITNESS,start_question
250,672,31,3,What exactly is CEN doing for that project?,q,MR. LIEBESMAN,start_answer
251,674,31,5,At this moment?,a,THE WITNESS,start_question
252,675,31,6,Yes.,q,MR. LIEBESMAN,start_answer
253,676,31,7,We're just construction managing.,a,THE WITNESS,start_question
254,677,31,8,So CEN is overseeing the construction?,q,MR. LIEBESMAN,start_answer
255,679,31,10,Yes.,a,THE WITNESS,start_question
256,680,31,11,And who at CEN is overseeing the construction of that project?,q,MR. LIEBESMAN,start_answer
257,682,31,13,I am.,a,THE WITNESS,start_question
258,683,31,14,At what point do you expect that project to -- the construction to be completed and it to be producing energy?,q,MR. LIEBESMAN,start_answer
259,686,31,17,By the end of the year.,a,THE WITNESS,start_question
260,687,31,18,Who is the client for that project?,q,MR. LIEBESMAN,start_answer
261,688,31,19,Srinergy.,a,THE WITNESS,start_question
262,689,31,20,"So when I asked earlier if there were any projects CEN was involved in.  You said Srinergy, that they're all in Upper Peninsula of Michigan.  Why didn't you mention this one?",q,MR. LIEBESMAN,start_answer
263,695,32,1,You said at NTP.,a,THE WITNESS,start_question
264,696,32,2,Okay.,q,MR. LIEBESMAN,start_answer
265,697,32,3,This project is beyond NTP.,a,THE WITNESS,start_question
266,698,32,4,"Okay.  All right.  Are there any other projects that CEN is working on that are beyond NTP, other than this one?",q,MR. LIEBESMAN,start_answer
267,701,32,7,No.,a,THE WITNESS,start_question
268,702,32,8,When did this project in Puerto Rico get to NTP?,q,MR. LIEBESMAN,start_answer
269,704,32,10,Last week.,a,THE WITNESS,start_question
270,705,32,11,So the construction just started?,q,MR. LIEBESMAN,start_answer
271,706,32,12,"Construction started about actually May 17th.  So we -- it was a facility that was damaged in the hurricane, Hurricane Maria, 2017.  So a system that currently exists there is destroyed but still there physically.  So the first part, sort of prior to construction, is clearing, cleaning, kind of like marking and grading. So that was -- we don't call it construction because it was more remediation.  But I don't know what you call -- I've never removed a project before until now, so it's kind of -- we first had to clean the place up before we could build on the site.  So that's what we've done.",a,THE WITNESS,start_question
272,722,33,3,Are there any codevelopers on that project?,q,MR. LIEBESMAN,start_answer
273,724,33,5,"Srinergy, I believe is calling themselves possibly codeveloper, yes.",a,THE WITNESS,start_question
274,726,33,7,But you also consider them the client?,q,MR. LIEBESMAN,start_answer
275,728,33,9,"They are the client, yeah.  They -- our clients are developers.",a,THE WITNESS,start_question
276,730,33,11,So who owns the facility involved?,q,MR. LIEBESMAN,start_answer
277,731,33,12,Clean Energy Nexus.,a,THE WITNESS,start_question
278,732,33,13,"I mean, who owns the -- who has the lease?",q,MR. LIEBESMAN,start_answer
279,734,33,15,"CEN Juncos Solar, LLC.",a,THE WITNESS,start_question
280,735,33,16,So there is a Clean Energy related entity that has been formed?,q,MR. LIEBESMAN,start_answer
281,737,33,18,"There is a company, a project company, called CEN Juncos Solar that was formed, yes.",a,THE WITNESS,start_question
282,740,33,21,"So it's CEN Juncos Solar, LLC?",q,MR. LIEBESMAN,start_answer
283,741,33,22,Yes.,a,THE WITNESS,start_question
284,742,33,23,When was that formed?,q,MR. LIEBESMAN,start_answer
285,743,33,24,"I would say like around March, early February of this year.",a,THE WITNESS,start_question
286,746,34,2,And did you form it?,q,MR. LIEBESMAN,start_answer
287,747,34,3,Yes.,a,THE WITNESS,start_question
288,748,34,4,Under what state was it formed?,q,MR. LIEBESMAN,start_answer
289,749,34,5,Delaware.,a,THE WITNESS,start_question
290,750,34,6,It's a limited liability company; correct?,q,MR. LIEBESMAN,start_answer
291,752,34,8,Yes.,a,THE WITNESS,start_question
292,753,34,9,Does it have an operating agreement?,q,MR. LIEBESMAN,start_answer
293,754,34,10,Yes.,a,THE WITNESS,start_question
294,755,34,11,Does it have members?,q,MR. LIEBESMAN,start_answer
295,756,34,12,"Just one member, Clean Energy Nexus.",a,THE WITNESS,start_question
296,757,34,13,Who prepared the operating agreement for that entity?,q,MR. LIEBESMAN,start_answer
297,759,34,15,I did.,a,THE WITNESS,start_question
298,760,34,16,Why does that entity have an operating agreement and Clean Energy Nexus doesn't?,q,MR. LIEBESMAN,start_answer
299,763,34,19,"Because that company is anticipated to be sold the project.  Versus Clean Energy Nexus is not going anywhere, so I haven't gotten around to it.",a,THE WITNESS,start_question
