,indice,page_number,line_number,text,text_type,speaker,time_added
73,296,20,23,(A discussion was held off the record),brackets,,start_chat
74,299,21,1,So I was hired at the U.S. Green Building Council in 2006. It was my second job out of college.  And I began there as a program assistant in the certification department. And I've worked there ever since and I've had maybe four or five titles over the course of that time.,side_chat,THE WITNESS,start_question
75,308,21,10,Got it.  So you worked your way up to director of operations which is a title you presumed in early 2016?,q,MS. COLE,start_answer
76,311,21,13,That's correct.,a,THE WITNESS,start_question
77,312,21,14,"And since October of 2016, minus any time that you may have missed from work as a result of this accident, have you generally been working at your office from around until 9:30 until 6:00 p.m. Monday through Friday?",q,MS. COLE,start_answer
78,318,21,20,Yeah.  Absolutely.,a,THE WITNESS,start_question
79,319,21,21,So that's typical?,q,MS. COLE,start_answer
80,320,21,22,"Right.  Similar to Cecilia, if there's a snow day or something it's okay to telework or if there's a plumber coming to the house or something like that, but there's no regular schedule of anything other than going into the office every day.",a,THE WITNESS,start_question
81,327,22,4,"Did you have a primary care physician before October 1st, 2016?",q,MS. COLE,start_answer
82,329,22,6,Not really.  I had been going regularly to the Washington Medical Group. And I know you've got like ten providers that all sound exactly the same here. But my company changed insurance plans in the summer of 2016 and so I had to stop seeing that office generally and so I was sort of in limbo there for a while.,a,THE WITNESS,start_question
83,338,22,15,"So you had to stop seeing a general care or a family doctor that was associated with the Washington Medical Group prior to October 1st, 2016 because your employer switched carriers or insurance?",q,MS. COLE,start_answer
84,343,22,20,"That's right.  And honestly it was in August, so stop seeing I would put in quotes.",a,THE WITNESS,start_question
85,346,22,23,Okay.  All right.  What was your doctor's name at Washington Medical Group?,q,MS. COLE,start_answer
86,349,23,1,"It's sort of like a rotating shop. You call in and make an appointment, I'm sick, I got whatever and you talk to somebody who's working there. I saw Dr. Stephen Macedo a fair amount there, but they also have a rotating -- sorry.  Is it RN or PA?  One of those two.  I can't remember.  That you see when you go in with a cold or something like that.",a,THE WITNESS,start_question
87,359,23,11,Who is the person you report to?,q,MS. COLE,start_answer
88,361,23,13,The Director of Marketing,a,THE WITNESS,start_question
89,362,23,14,"Prior to October 1st, 2016 had you ever been involved in any other motor vehicle accidents?",q,MS. COLE,start_answer
90,365,23,17,"Just one really minor accident. And I'm not really sure on the dates.  I want to guess it was 2006-ish, but I'm not really sure.",a,THE WITNESS,start_question
91,369,23,21,Were you injured as a result of that 2006-ish accident?,q,MS. COLE,start_answer
92,371,23,23,No.,a,THE WITNESS,start_question
93,372,23,24,"How about since October 1st, 2016, have you been involved in any additional accidents?",q,MS. COLE,start_answer
94,376,24,3,No.,a,THE WITNESS,start_question
95,377,24,4,"Have you been hospitalized for any reason prior to October 1st, 2016?",q,MS. COLE,start_answer
96,379,24,6,Yeah.  So I had my tonsils out and wisdom teeth out when I was younger.  And in I want to say 2009 I had a surgery on my wrist.  I had a puncture into this wrist here (indicating) and I had to get a nerve repaired.,a,THE WITNESS,start_question
97,385,24,12,That was your right wrist?,q,MS. COLE,start_answer
98,386,24,13,Yeah.  That was my right wrist with the sweet scar.,a,THE WITNESS,start_question
99,388,24,15,Was that related to some kind of injury or incident that occurred to you?,q,MS. COLE,start_answer
100,390,24,17,It was.,a,THE WITNESS,start_question
101,391,24,18,What did you do?,q,MS. COLE,start_answer
102,392,24,19,"It's kind of a fun story.  You'll all get a good laugh here. I was taking a nap on the couch and I kicked the lamp over in the process here.  And then I was very frustrated because it was one of Ceci's favorite lamps. I cleaned up all of the broken glass and was left with the piece that the lamp shade connects to.  And I was a little lazy.  The trash can was more full than -- you know, it was sort of full.  And I was trying to get this piece of metal to go into the trash can and I was trying to bend it.  And it was brittle and it snapped and it went directly into my wrist. So completely self-imposed. There were many different steps I could have taken to not have that problem.",a,THE WITNESS,start_question
103,412,25,14,Okay.,q,MS. COLE,start_answer
104,413,25,15,"Maybe it's worth mentioning I had that surgery done at the National Hand Center, I think it's called, in Baltimore, which is where we ended up going for Ceci's finger.  That was the connection.",a,THE WITNESS,start_question
105,418,25,20,"Got it. Had you ever seen any mental health providers prior to October 1st, 2016?",q,MS. COLE,start_answer
106,422,25,24,"I've been trying to think about this.  I think the answer is no.  My parents got divorced when I was 11 and I think my brother and I went to like two counseling sessions, but it's the only thing that I can recall.",a,THE WITNESS,start_question
107,429,26,6,"Have you ever been on any medication for any mental health concerns prior to October 1st, 2016?",q,MS. COLE,start_answer
108,432,26,9,I take Adderall for ADD.  I'm not sure if that was mental behavioral or how you classify that.,a,THE WITNESS,start_question
109,435,26,12,Okay.  Who prescribes that?,q,MS. COLE,start_answer
110,436,26,13,"Well, it had been Dr. Stephen Macedo.  And I actually have paid out of pocket to get it renewed just because I haven't transferred over to another doctor, but just recently I switched over to I found a new primary care doctor so I will be switching to him.",a,THE WITNESS,start_question
111,443,26,20,And was the Adderall helping with any particular diagnosis that you had received in the past?,q,MS. COLE,start_answer
112,446,26,23,Outside of the ADD?,a,THE WITNESS,start_question
113,447,26,24,Yes. You have ADD?,q,MS. COLE,start_answer
114,449,27,1,Yes.  That's what it was for.,a,THE WITNESS,start_question
115,450,27,2,Who has diagnosed you with ADD?,q,MS. COLE,start_answer
116,451,27,3,That's Dr. Stephen Macedo from the Washington Medical Group.,a,THE WITNESS,start_question
117,453,27,5,When were you first diagnosed with that?,q,MS. COLE,start_answer
118,455,27,7,"'09 or 2010, in there.",a,THE WITNESS,start_question
119,456,27,8,Somewhere around 2009-2010?,q,MS. COLE,start_answer
120,457,27,9,Yeah.,a,THE WITNESS,start_question
121,458,27,10,Remind me.  Which year were you and your wife married?,q,MS. COLE,start_answer
122,460,27,12,2010.,a,THE WITNESS,start_question
123,461,27,13,"Had you two traveled fairly extensively before October 1st, 2016?",q,MS. COLE,start_answer
124,463,27,15,Yeah.  One or two trips per year and often interesting ones I like to think.,a,THE WITNESS,start_question
125,465,27,17,"Where did you go for your honeymoon, if anywhere?",q,MS. COLE,start_answer
126,467,27,19,"We went to Mexico.  We went to Oaxaca, a lovely town.",a,THE WITNESS,start_question
127,469,27,21,"Were you on any medication on a routine basis leading up to October 1st, 2016?",q,MS. COLE,start_answer
128,472,27,24,Just the Adderall.,a,THE WITNESS,start_question
129,474,28,1,Let's talk about the injuries you believe you sustained in this accident.,q,MS. COLE,start_answer
130,476,28,3,Sure.,a,THE WITNESS,start_question
131,477,28,4,Can you give me a summary regarding what those injuries are?,q,MS. COLE,start_answer
132,479,28,6,Yeah.  So banged up and bumps and bruises all over.  I had a particularly bad one on my left hand or left wrist area and then the three compression fractures in my back and a concussion.,a,THE WITNESS,start_question
133,484,28,11,So generally bumps and bruises?,q,MS. COLE,start_answer
134,485,28,12,Yeah.,a,THE WITNESS,start_question
135,486,28,13,Throughout?,q,MS. COLE,start_answer
136,487,28,14,Yeah.,a,THE WITNESS,start_question
137,488,28,15,An injury to your left wrist?,q,MS. COLE,start_answer
138,489,28,16,"Yeah.  I think the ER just referred to it as a contusion but a bruise, contusion, whatever.",a,THE WITNESS,start_question
139,492,28,19,"A fracture to your thoracic spine, correct?",q,MS. COLE,start_answer
140,494,28,21,Yeah.  There were three vertebrae.,a,THE WITNESS,start_question
141,495,28,22,Any injuries did you say to your ribs?,q,MS. COLE,start_answer
142,497,28,24,"No, nothing specific to my ribs. Everything is all sort of mixed up in the back, but this muscle here (indicating), I think they call it the lumbar, in my back right side was pretty badly strained.",a,THE WITNESS,start_question
143,503,29,5,"So let me see if I got this right. You've mentioned to me the fractures to your thoracic spine and the vertebrae, three different locations, right?",q,MS. COLE,start_answer
144,508,29,10,Yeah.,a,THE WITNESS,start_question
145,509,29,11,A contusion to your left wrist and some bumps and bruises assorted through your body. Anything else that you believe you injured as a result of this accident?,q,MS. COLE,start_answer
146,514,29,16,The concussion and the lumbar strain.,a,THE WITNESS,start_chat
147,516,29,18,And you're just asking about physical injuries right now?,side_chat,MS. ORSI,start_chat
148,518,29,20,Yes.,side_chat,MS. COLE,start_question
149,520,29,22,Do you believe you sustained any mental health injuries as a result of this accident?,q,MS. COLE,start_answer
150,524,30,1,Yes.  It would be difficult to understate the emotional impact that this trolley accident has had on me and my family.,a,THE WITNESS,start_question
151,528,30,5,Have you been diagnosed with any mental health conditions as a result of the accident?,q,MS. COLE,start_answer
152,531,30,8,"No, not that I'm aware of. Sorry.  The concussion, we're calling it physical or mental, and everything that falls from the concussion and the trauma, are we calling it physical or mental or are you looking for like a specific named disease or something?",a,THE WITNESS,start_question
153,538,30,15,I mean I certainly understand that sometimes a concussion can result in additional stress.,q,MS. COLE,start_answer
154,541,30,18,Yeah.,a,THE WITNESS,start_question
155,542,30,19,"But sometimes -- I want to separate out the post-concussive syndrome and associated manifestations of that from any mental health concerns, to the extent you can.",q,MS. COLE,start_answer
156,547,30,24,Okay.,a,THE WITNESS,start_question
157,549,31,1,"Okay.  For example, do you believe that you had increased anxiety following this accident as a result of the accident?",q,MS. COLE,start_answer
158,552,31,4,Yes.,a,THE WITNESS,start_question
159,553,31,5,Did you have problems with depression following the accident as a result of the accident?,q,MS. COLE,start_answer
160,556,31,8,Yes.,a,THE WITNESS,start_question
161,557,31,9,Had anyone diagnosed you with either of those two conditions and advised that it was because of the accident?,q,MS. COLE,start_answer
162,560,31,12,"I'm just getting tripped up on ""diagnosed.""  Everybody acknowledges that there's stress and trauma and anxiety coming from that. But did someone like write it on a certificate and say you have anxiety? Not that I recall.  But certainly yes, that happened to me and I talked about that with my medical providers.",a,THE WITNESS,start_question
163,569,31,21,"Since October 1, 2016, have you taken any medication that you believe was prescribed to you because of either anxiety or depression?",q,MS. COLE,start_answer
164,574,32,1,No.,a,THE WITNESS,start_question
165,575,32,2,Or both?,q,MS. COLE,start_answer
166,576,32,3,No.,a,THE WITNESS,start_question
167,577,32,4,"Have you ever sought out since October 1st, 2016 any psychiatrists in order to explore options for medication to address anxiety or depression?",q,MS. COLE,start_answer
168,581,32,8,We saw Dr. Fitzgerald a few times. And I wouldn't say that we went there with the intention of exploring medication. More that we absolutely needed to talk to somebody and we were open to whatever they recommended.,a,THE WITNESS,start_question
169,587,32,14,Now let's go back and talk for a second.  I'm going to return to the mental health aspect in a little bit.,q,MS. COLE,start_answer
170,590,32,17,Okay.,a,THE WITNESS,start_question
171,591,32,18,"But before I get too far ahead on that avenue, I do want to talk a little bit about the physical injuries you sustained in the accident.",q,MS. COLE,start_answer
172,595,32,22,Sure.,a,THE WITNESS,start_question
173,596,32,23,"Immediately after the accident happened, did you have an opportunity to take a look at yourself and observe whether or not you had any obvious injuries?",q,MS. COLE,start_answer
174,601,33,3,"Yeah.  I mean sort of like right when I came to I've got -- I'm on my back with my hips and my legs up in the air above me.  And I've got Ceci and Yaron both on top of my thighs and I'm not sure if I can move my legs.  I'm just pretty sure that I'm paralyzed. And I take some time for people to get untangled from one another, so in that process I was evaluating my body. Is that what you mean here?",a,THE WITNESS,start_question
175,612,33,14,"And did you see any blood, for example, coming from any area of your body?",q,MS. COLE,start_answer
176,614,33,16,No.  I don't think I had any skin breaks as a result of this accident.,a,THE WITNESS,start_question
177,616,33,18,Did you see any deformities or swelling start to appear on your body at that time?,q,MS. COLE,start_answer
178,619,33,21,"Yeah, for sure.  The wrist was really knotted up and the bruises take some time to come in, but my thighs were black and blue for days afterwards. I didn't take my pants down and check or anything.",a,THE WITNESS,start_question
179,626,34,3,Did you strike your head as a result of the accident?,q,MS. COLE,start_answer
180,628,34,5,Yes.,a,THE WITNESS,start_question
181,629,34,6,What did you hit it on?,q,MS. COLE,start_answer
182,630,34,7,"I mean whatever was behind me.  So I don't know if that's the road, the road with that little piece of plexiglass, some aspect of the trolley wall. I'm not 100 percent sure. Whatever was under me.",a,THE WITNESS,start_question
183,636,34,13,Were you conscious when your head struck whatever it was that it hit?,q,MS. COLE,start_answer
184,638,34,15,No.,a,THE WITNESS,start_question
185,639,34,16,How do you know you hit something?,q,MS. COLE,start_answer
186,640,34,17,"Well, I wasn't on that side of the trolley and then when I woke up I was.",a,THE WITNESS,start_question
187,642,34,19,Did you see any physical manifestations of any head injuries at that time?,q,MS. COLE,start_answer
188,645,34,22,I mean it would have been the back of my head so I don't think I could have seen them.,a,THE WITNESS,start_question
189,649,35,1,What leads you to believe as you sit here today that you struck your head as a result of the accident?,q,MS. COLE,start_answer
190,652,35,4,"Sorry.  Didn't I just cover that? So was the last answer not okay? We were on the one side and then I'm on the other side, so it would be impossible for that to happen without me making contact with the other side.",a,THE WITNESS,start_question
191,658,35,10,"Well, like, for example, did you see any knots on your head or any gashes on your head?",q,MS. COLE,start_answer
192,661,35,13,No.,a,THE WITNESS,start_question
193,662,35,14,No?,q,MS. COLE,start_answer
194,663,35,15,No.,a,THE WITNESS,start_question
195,664,35,16,"And you don't have any personal recollection that you were conscious for striking anything on your head, correct?",q,MS. COLE,start_answer
196,667,35,19,No.,a,THE WITNESS,start_question
197,668,35,20,Okay.  Did you have any head pain after the accident happened?,q,MS. COLE,start_answer
198,670,35,22,"Yeah.  I had a bad headache, I mean not immediately after.  The adrenaline is just surging.  Right? But yeah, I definitely had a headache later that day and then, you know, progressively worse over the next couple of weeks.",a,THE WITNESS,start_question
199,678,36,5,You've said that your left wrist appeared to be knotting up on you at the scene of the accident.  Is that right?,q,MS. COLE,start_answer
200,681,36,8,Yeah.,a,THE WITNESS,start_question
201,682,36,9,Was it bleeding at all or --,q,MS. COLE,start_answer
202,683,36,10,No.,a,THE WITNESS,start_question
203,684,36,11,-- deformed in any way other than just what you could appreciate in terms of the swelling?,q,MS. COLE,start_answer
204,687,36,14,The second thing you said.  Just what I could appreciate in terms of the swelling.,a,THE WITNESS,start_question
205,690,36,17,At the time the accident happened did you hear any sounds or could you perceive any sounds that construed to you or indicated to you that you had injured yourself?  Cracks?  Crunches?,q,MS. COLE,start_answer
206,695,36,22,"Yeah.  So it's difficult for me to back map this to the moment of the accident, but for weeks after I just kept coming back to this crack in my back and still until today.  You just remember a crash.  Right?",a,THE WITNESS,start_question
207,702,37,4,But you personally can recall hearing a crack in your back at the time the accident happened?,q,MS. COLE,start_answer
208,705,37,7,I recall thinking about a crack in my back each and every day after the accident.  I don't recall anything about the exact moment of impact.,a,THE WITNESS,start_question
209,709,37,11,"So although you don't recall hearing the crack at the time the accident happened, it's something that you have recalled after the fact?",q,MS. COLE,start_answer
210,713,37,15,Sure.  Yeah.  That's right.,a,THE WITNESS,start_question
211,714,37,16,"How about your low back, was your low back bothering you immediately after the accident?",q,MS. COLE,start_answer
212,717,37,19,Yes.,a,THE WITNESS,start_question
213,718,37,20,At some point you extracted yourself from the trolley.  Is that right?,q,MS. COLE,start_answer
214,720,37,22,Yeah.,a,THE WITNESS,start_question
215,721,37,23,Did you stand up on your own?,q,MS. COLE,start_answer
216,722,37,24,"It's possible that Ceci and I sort of helped each other up.  I might have grabbed on whatever was around.  Yaron was on top of me, so he may have helped me up. But, generally speaking, we made our way together to the exit.  It wasn't like I was on a stretcher or in a wheelchair or something like that.",a,THE WITNESS,start_question
217,731,38,8,And you walked out of a location that you believe to be an exit for the trolley?,q,MS. COLE,start_answer
218,734,38,11,"Well, I seem to remember like some sort of additional maneuvering required. It wasn't like you're stepping off a bus, for example. I remember Ken and Darrion were on the outside and offering hands and I feel like there was a step over or something, maybe it was a back window.  I'm sure looking at a picture you would know what exactly we went through. That's what I recall.",a,THE WITNESS,start_question
219,745,38,22,Where did you go from there,q,MS. COLE,start_answer
220,746,38,23,"We really just sort of milled about on the highway for -- I don't know -- maybe 20, 30 minutes.  It could have been longer. I don't think I looked at a clock.",a,THE WITNESS,start_question
221,751,39,3,"So milling about like wandering, walking around type of thing?",q,MS. COLE,start_answer
222,753,39,5,"Yeah.  I mean I don't think I was any further than a hundred feet from the trolley at any point until I was on the shuttle, the bus thing.",a,THE WITNESS,start_question
223,757,39,9,At any point did any EMT's come up to you and ask whether you needed any medical attention?,q,MS. COLE,start_answer
224,760,39,12,"Yeah.  Pretty shortly thereafter the first EMT's on the scene were doing this like initial triage thing.  They were getting everybody a wristband.  It was green, yellow or red, like how serious are you. And I think, I think Kat and Lauren and Wendy, Wendy I think is her name, all got either yellow or red and I think almost everybody else got green.",a,THE WITNESS,start_question
225,770,39,22,"Okay.  What's your understanding, if you know, what it means to have a green wristband versus a yellow or a red?",q,MS. COLE,start_answer
226,774,40,1,"You know, similar to a traffic light.  Right?  There's opposite ends and something in the middle. I would guess red is call the helicopter, but I'm not sure thereafter.",a,THE WITNESS,start_question
227,779,40,6,Was a helicopter ever called to the scene?,q,MS. COLE,start_answer
228,781,40,8,Not to my knowledge.,a,THE WITNESS,start_question
229,782,40,9,"And nobody ever received a red wristband, to your knowledge?",q,MS. COLE,start_answer
230,784,40,11,I don't know.  I couldn't answer one way or the other.,a,THE WITNESS,start_question
231,786,40,13,"You received a green wristband, which on the range of colors would be the least severe.  Is that correct?",q,MS. COLE,start_answer
232,789,40,16,"Yeah.  Of those three for sure, yeah.",a,THE WITNESS,start_question
233,791,40,18,"I think the question that I was asking, I want to kind of circle back to it. Did the EMT's ever come up to you and ask if you needed medical attention at that time?",q,MS. COLE,start_answer
234,797,40,24,"I don't recall that question being exactly posed to me, but I do recall the triage so it must have been.  That's the best I could do there.",a,THE WITNESS,start_question
235,802,41,4,Did you ever ask to go to an emergency room in an ambulance?,q,MS. COLE,start_answer
236,804,41,6,I mean Ceci's finger was pointing this way (indicating) so we needed to go there. Was it for me specifically or for her?  I don't know.  That's where we needed to go.,a,THE WITNESS,start_question
237,810,41,12,How did you come to get to an emergency room?,q,MS. COLE,start_answer
238,812,41,14,"We rode like a bus, like a shuttle sort of thing.  I think it was like a commuter setup, a commuter bus for the area.",a,THE WITNESS,start_question
239,816,41,18,What were the circumstances under which you became the passenger on that shuttle?,q,MS. COLE,start_answer
240,819,41,21,"So everybody was getting taken to get medical attention and they told us that there was not going to be any room for us at the Beebe place and so there was another vehicle that was going to take us to the Milford Memorial. And they told us that there were no more ambulances because all of the ambulances had been deployed for presumably others in the accident.  I'm not sure.  And so like it was the two of us, I think Sarah and an EMT and the bus driver got put on that shuttle and driven to Milford Memorial.",a,THE WITNESS,start_question
241,834,42,11,The bus driver was on the shuttle with you?,q,MS. COLE,start_answer
242,836,42,13,No. I'm sorry.  The shuttle driver.,a,THE WITNESS,start_question
243,837,42,14,"Oh, okay.  So Mr. Dowd was not on the bus with you or the shuttle?",q,MS. COLE,start_answer
244,839,42,16,Correct.,a,THE WITNESS,start_question
245,840,42,17,So by the time you left in the shuttle the ambulances had already left the scene of the accident?,q,MS. COLE,start_answer
246,843,42,20,I couldn't tell you for sure.,a,THE WITNESS,start_question
247,844,42,21,"During the time frame after the accident but before you left in the shuttle, did anyone come up to you who had advised you that they had observed the accident such as a bystander or kind of a third-party witness to it?",q,MS. COLE,start_answer
248,851,43,3,"Not me directly, no.",a,THE WITNESS,start_question
249,852,43,4,"When you got to Milford Memorial Hospital, what happened next?",q,MS. COLE,start_answer
250,854,43,6,"Well, there was like a pretty lengthy I don't know if you would call it triage or what process there.  I just remember like -- this is like a recurring theme as you're trying to get through providers throughout this whole process. It's like nobody wants anything to do with you once they hear it's an accident. So they were trying to get claim numbers from us before they would even see us despite the fact that we had insurance cards.  I remember there was a long discussion at that paperwork desk before we were able to even get back in there. They put one of these (indicating) cuffs on me.",a,THE WITNESS,start_question
251,871,43,23,"A collar, a cervical collar?",q,MS. COLE,start_answer
252,872,43,24,"Yeah.  Yeah.  Sorry.  A cervical collar on me. And yeah, I guess they set both Ceci and I up for X-rays.  I would have had my back X-rayed and then brought us back together where I think we saw Sparks, Sparks, Sean Sparks maybe, Mike Sparks.  I can't remember his first name.  Dr. Sparks there saw both of us together. And there was a lot of talk about what they were going to do about Ceci's finger so we can get into that if that would be helpful.",a,THE WITNESS,start_question
253,886,44,13,"Well, tell me, at any point did anyone tell you the results of the X-ray to your back?",q,MS. COLE,start_answer
254,889,44,16,"Yeah.  So he said, you know, ""I took a look at the X-ray and it looks okay.""  And he described what happened to me.  I will never forget this.  He said, ""It's as if you did an entire NFL preseason in one minute."" And I was like ""Okay.  But without any of the training, right?""  It was the weirdest thing that anyone has said.  So he didn't see the break, the compression fractures on the X-ray.",a,THE WITNESS,start_question
255,901,45,3,"Oh, okay.  So you left Milford Memorial Hospital unaware that you may have broken certain vertebrae in your thoracic spine?",q,MS. COLE,start_answer
256,905,45,7,Correct.,a,THE WITNESS,start_question
257,906,45,8,Okay.  Did anyone do an X-ray of your left wrist?,q,MS. COLE,start_answer
258,908,45,10,I think so.,a,THE WITNESS,start_question
259,909,45,11,And what was the result of that X-ray?,q,MS. COLE,start_answer
260,911,45,13,I don't think there was a fracture.,a,THE WITNESS,start_question
261,912,45,14,Did anyone do a CT scan of your brain at that time?,q,MS. COLE,start_answer
262,914,45,16,No.,a,THE WITNESS,start_question
263,915,45,17,Did you tell medical providers that you thought you may have lost consciousness as a result of the accident?,q,MS. COLE,start_answer
